"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0030835","GO:0030835","negative regulation of actin filament depolymerization","12/1513","66/27563",0.000223317512911215,0.00394919391253516,0.00347580408772822,"Q01082/Q13813/P52907/P35241/Q9UHB6/P47755/P35611/P06396/Q9NYL9/O15020/Q9H2D6/P11277",12
"GO:1904358","GO:1904358","positive regulation of telomere maintenance via telomere lengthening","12/1513","66/27563",0.000223317512911215,0.00394919391253516,0.00347580408772822,"P09651/P78371/P40227/Q99832/P50990/P49368/P50991/P17987/P48643/Q8TDX7/P28482/P35222",12
"GO:0070202","GO:0070202","regulation of establishment of protein localization to chromosome","7/1513","24/27563",0.000224223559611175,0.00395221592285139,0.00347846384970571,"P78371/P40227/Q99832/P50990/P50991/P17987/P48643",7
"GO:0030833","GO:0030833","regulation of actin filament polymerization","27/1513","235/27563",0.000240481889280199,0.00422493672147173,0.00371849360961298,"P61158/O15145/Q01082/Q13813/P52907/P59998/P61160/P07737/O15144/P35241/O15511/O15143/P47755/P63000/Q9C0K3/Q9P1U1/P35611/P84077/Q9BPX5/Q14247/P50552/P06396/Q92747/Q9NYL9/O15020/Q9H2D6/P11277",27
"GO:0007004","GO:0007004","telomere maintenance via telomerase","15/1513","97/27563",0.000255222421423274,0.0044693020767802,0.00393356689284285,"P09651/P78371/P40227/Q99832/P07910/P50990/P49368/P50991/P17987/Q00839/P48643/Q8TDX7/P28482/P35222/P29590",15
"GO:0002181","GO:0002181","cytoplasmic translation","12/1513","67/27563",0.000258615782255378,0.00451402092663933,0.00397292529472975,"P35268/P61254/P13639/Q9UNX3/P62899/P62917/Q02878/P47914/P83881/Q9BWF3/P16989/Q14152",12
"GO:0045069","GO:0045069","regulation of viral genome replication","18/1513","130/27563",0.000270870238758095,0.0047126161927622,0.00414771494879114,"P23284/P17844/P52926/O00571/P11940/P13164/Q01628/Q01629/P62937/Q9P0L0/O95292/Q12906/P19525/Q7Z434/Q7Z2W4/O95793/Q6PKG0/P55265",18
"GO:1900026","GO:1900026","positive regulation of substrate adhesion-dependent cell spreading","10/1513","49/27563",0.000277734416487988,0.00481645233238523,0.00423910425165876,"P21333/P27797/P60953/Q07021/O15144/P48059/P60763/P63000/P50570/Q9H2D6",10
"GO:0030574","GO:0030574","collagen catabolic process","18/1513","131/27563",0.000298180920224737,0.00515440716118387,0.00453654843936433,"P05556/P02452/P12111/Q9UBG0/P02461/P08123/P50281/P12109/P07858/P07339/Q5TAT6/O14672/Q13443/P02462/P02458/P08572/P20908/P12107",18
"GO:0000302","GO:0000302","response to reactive oxygen species","43/1513","449/27563",0.000299497613112776,0.00516057425671244,0.00454197628522917,"P63244/P10809/P30048/P30044/P04083/P23396/P13639/Q14103/P07237/Q06830/P30041/P99999/P00338/P04179/Q8TED1/O00629/P02452/P09601/P30405/Q12931/P13726/P32322/Q96HE7/P02751/P62745/P68871/P50570/P09493/P09211/P32119/P09874/O95831/P07602/P27695/P62714/P09471/P07996/P49841/Q9P289/Q9Y6E0/O00506/P04040/Q13443",43
"GO:0032781","GO:0032781","positive regulation of ATPase activity","13/1513","78/27563",0.000305342800845912,0.00522777992785868,0.00460112601341728,"P07737/Q5JTV8/Q9UBS4/Q00839/P54652/Q8IXB1/P50570/P09493/P25685/O75190/P54709/Q8WXX5/Q8NFQ8",13
"GO:0042059","GO:0042059","negative regulation of epidermal growth factor receptor signaling pathway","13/1513","78/27563",0.000305342800845912,0.00522777992785868,0.00460112601341728,"P51149/P60953/P62987/P62979/P63010/O95782/Q96B97/P0CG47/P09496/O94973/P49768/P0CG48/P00533",13
"GO:0042744","GO:0042744","hydrogen peroxide catabolic process","8/1513","33/27563",0.000327318918416727,0.00558624287431214,0.00491662001097139,"P30048/P30044/Q06830/P30041/P68871/P32119/Q92626/P04040",8
"GO:0032206","GO:0032206","positive regulation of telomere maintenance","14/1513","89/27563",0.000338257046725042,0.00575465152909439,0.00506484152241527,"P09651/P78371/P40227/Q99832/P50990/P49368/P50991/P17987/P48643/Q8TDX7/P28482/P35222/Q9BVP2/P29590",14
"GO:0009135","GO:0009135","purine nucleoside diphosphate metabolic process","23/1513","191/27563",0.000344219060096501,0.005819250525405,0.00512169703784764,"P04075/P04406/P06733/P00338/P19367/P54819/P60174/Q9BRR6/P00558/Q02218/P09972/P14618/Q08043/P13929/P18669/Q8N0Y7/P15259/Q9UIJ7/P09104/P07205/P30613/P52789/Q9ULD0",23
"GO:0009179","GO:0009179","purine ribonucleoside diphosphate metabolic process","23/1513","191/27563",0.000344219060096501,0.005819250525405,0.00512169703784764,"P04075/P04406/P06733/P00338/P19367/P54819/P60174/Q9BRR6/P00558/Q02218/P09972/P14618/Q08043/P13929/P18669/Q8N0Y7/P15259/Q9UIJ7/P09104/P07205/P30613/P52789/Q9ULD0",23
"GO:0030199","GO:0030199","collagen fibril organization","13/1513","79/27563",0.000347374142061753,0.00585417989882126,0.00515243942771021,"P07355/P50454/P13674/O60568/Q32P28/P02452/P28300/P02461/P08123/P02458/P20908/P12107/Q5JRA6",13
"GO:0051693","GO:0051693","actin filament capping","11/1513","60/27563",0.000374843504245607,0.0062973708713262,0.00554250510389475,"Q01082/Q13813/P52907/P35241/P47755/P35611/P06396/Q9NYL9/O15020/Q9H2D6/P11277",11
"GO:0006891","GO:0006891","intra-Golgi vesicle-mediated transport","12/1513","70/27563",0.000394220432016898,0.00658190481993713,0.00579293197165128,"P20340/Q9NRW1/O14579/P53618/P54920/P61923/P46459/P53621/Q9H0N0/Q9UBF2/P35606/Q13439",12
"GO:0045010","GO:0045010","actin nucleation","13/1513","80/27563",0.000394228674110818,0.00658190481993713,0.00579293197165128,"P61158/O15145/P59998/P61160/O15144/O15511/O15143/Q9C0K3/Q9P1U1/P84077/Q9BPX5/P06396/Q92747",13
"GO:0046931","GO:0046931","pore complex assembly","6/1513","19/27563",0.000395500694175063,0.0065826988603255,0.00579363083042825,"P50990/P49368/P57740/Q8N1F7/P49790/P52948",6
"GO:0009185","GO:0009185","ribonucleoside diphosphate metabolic process","23/1513","193/27563",0.000399923642550301,0.00661535231492437,0.00582237011583353,"P04075/P04406/P06733/P00338/P19367/P54819/P60174/Q9BRR6/P00558/Q02218/P09972/P14618/Q08043/P13929/P18669/Q8N0Y7/P15259/Q9UIJ7/P09104/P07205/P30613/P52789/Q9ULD0",23
"GO:0038061","GO:0038061","NIK/NF-kappaB signaling","23/1513","193/27563",0.000399923642550301,0.00661535231492437,0.00582237011583353,"P23396/O43707/P62987/P51665/P09429/P62979/P62333/P0CG47/O00231/P48556/P43686/P19525/P62191/O00487/Q9UL46/O14763/P17980/Q9BZF9/P62195/P35998/P0CG48/O00232/Q99460",23
"GO:0072401","GO:0072401","signal transduction involved in DNA integrity checkpoint","19/1513","146/27563",0.000414820313035057,0.00681979817393416,0.0060023090522858,"P62987/P51665/P62979/P62333/P0CG47/O00231/Q9UMS4/P48556/P43686/P62191/O00487/Q9UL46/P17980/P62195/P35998/P0CG48/O00232/P29590/Q99460",19
"GO:0072422","GO:0072422","signal transduction involved in DNA damage checkpoint","19/1513","146/27563",0.000414820313035057,0.00681979817393416,0.0060023090522858,"P62987/P51665/P62979/P62333/P0CG47/O00231/Q9UMS4/P48556/P43686/P62191/O00487/Q9UL46/P17980/P62195/P35998/P0CG48/O00232/P29590/Q99460",19
"GO:0071763","GO:0071763","nuclear membrane organization","5/1513","13/27563",0.000439598410020755,0.00720512515936457,0.00634144689680132,"O14656/Q13148/Q9BTV4/Q5JTV8/O14657",5
"GO:0072395","GO:0072395","signal transduction involved in cell cycle checkpoint","19/1513","147/27563",0.000452338354941097,0.00739140120414387,0.00650539403442722,"P62987/P51665/P62979/P62333/P0CG47/O00231/Q9UMS4/P48556/P43686/P62191/O00487/Q9UL46/P17980/P62195/P35998/P0CG48/O00232/P29590/Q99460",19
"GO:0007229","GO:0007229","integrin-mediated signaling pathway","21/1513","171/27563",0.000469285294907949,0.00764508407704586,0.00672866794453343,"P21333/P05556/P35221/P17301/P23229/P01033/P08648/P02461/P22392/P08962/P35579/P18084/P06756/P26006/Q13418/O75326/O14672/Q13443/P20701/Q13349/Q03001",21
"GO:0030177","GO:0030177","positive regulation of Wnt signaling pathway","30/1513","284/27563",0.000481129655640379,0.00781435960339178,0.00687765241565751,"P62987/P51665/P62979/P02452/Q03135/Q96QK1/P62333/P0CG47/P68400/O00231/P48556/P43686/P62191/P35222/O00487/Q8N163/O75787/Q9UL46/P48729/P49841/P17980/P62195/Q13418/P35998/P0CG48/O00232/Q6P1J9/P14923/Q99460/Q9UPN3",30
"GO:0050792","GO:0050792","regulation of viral process","34/1513","337/27563",0.000490024936885528,0.00793486162860422,0.00698370986461778,"P09382/P23284/P17844/P51149/P52926/P07237/O00571/P11940/P13164/Q13148/Q01628/Q01629/P23528/P62937/P63172/Q9P0L0/O95292/P26022/Q13263/Q12906/P19525/P23193/P06396/Q7Z434/P32780/Q7Z2W4/O95793/Q6PKG0/P55265/Q14258/Q08945/Q09161/P42224/P29590",34
"GO:0002480","GO:0002480","antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-independent","7/1513","27/27563",0.000497774045074182,0.00803613593489129,0.00707284442107933,"P61769/P10321/P30460/P01889/P04439/P30443/Q9UIQ6",7
"GO:0033539","GO:0033539","fatty acid beta-oxidation using acyl-CoA dehydrogenase","8/1513","35/27563",0.000503170794205401,0.00804738094332744,0.00708274149049515,"P49748/P38117/P13804/P11310/Q15067/Q9H845/P26440/P45954",8
"GO:1901998","GO:1901998","toxin transport","13/1513","82/27563",0.000504181716328897,0.00804738094332744,0.00708274149049515,"P11021/P78371/Q99832/P50990/P49368/Q8WVM8/P50991/P61923/P17987/P48643/P58335/Q92526/P35606",13
"GO:0051439","GO:0051439","regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle","22/1513","184/27563",0.000505304484570074,0.00804738094332744,0.00708274149049515,"P62987/P51665/P62979/O43670/O43684/P62333/Q9Y6G9/P0CG47/O00231/P48556/P43686/P62191/O00487/Q9UL46/O43264/P17980/P62195/P35998/P0CG48/O00232/P12270/Q99460",22
"GO:0090002","GO:0090002","establishment of protein localization to plasma membrane","28/1513","259/27563",0.000505691796639649,0.00804738094332744,0.00708274149049515,"P63244/P07355/P05783/Q01082/P05556/P15311/P35613/P63027/Q15836/P35241/P33176/Q9H4A6/P35609/Q9NZN3/P46459/Q15363/O75608/Q13636/P61026/P26006/O75955/Q14254/P19022/O95573/P14923/Q8N3R9/Q9UPN3/Q13439",28
"GO:0007030","GO:0007030","Golgi organization","21/1513","172/27563",0.000507452034930804,0.00804738094332744,0.00708274149049515,"P61019/P60953/Q6DD88/P49755/P62820/Q9BVK6/P63104/P49257/Q9H4A6/Q8TAT6/P50570/P28482/O15260/Q15363/P48729/O43264/O00506/Q9UL15/Q08379/Q14789/Q92538",21
"GO:0051261","GO:0051261","protein depolymerization","21/1513","172/27563",0.000507452034930804,0.00804738094332744,0.00708274149049515,"P11142/Q01082/Q13813/P52907/Q9H299/Q12797/P35241/P23528/Q9UHB6/Q9Y281/P47755/Q9Y3A5/P35609/P35611/P48681/P06396/Q9NYL9/O15020/Q9H2D6/P11277/P78559",21
"GO:0043331","GO:0043331","response to dsRNA","17/1513","126/27563",0.000537450321848294,0.00849803803016597,0.00747937831798168,"P22626/P98179/P06748/Q92499/Q03135/O75569/P08195/Q9H9J2/Q9NR30/P28482/P19525/Q7Z434/O75955/Q7Z2W4/P55265/P42224/Q9BXP5",17
"GO:0044839","GO:0044839","cell cycle G2/M phase transition","37/1513","380/27563",0.000560017500112977,0.00882889759708905,0.00777057775276379,"P07437/P68371/Q71U36/P04350/P52926/P62491/P68366/P62140/P06748/P62987/O75367/P62979/P61163/P61981/P62258/Q15691/Q09028/Q13557/P30153/P54652/P07900/Q96JB5/P0CG47/P50570/Q07666/Q13409/P61006/P48681/O95067/Q13561/O14974/P63151/P0CG48/Q14203/P05067/Q14980/Q14008",37
"GO:0009132","GO:0009132","nucleoside diphosphate metabolic process","25/1513","223/27563",0.000578794275831624,0.00909823984465149,0.00800763394848615,"P04075/P04406/P06733/P00338/P19367/P54819/P60174/Q9BRR6/P00558/Q02218/P15531/P09972/P22392/P14618/Q08043/P13929/P18669/Q8N0Y7/P15259/Q9UIJ7/P09104/P07205/P30613/P52789/Q9ULD0",25
"GO:0072659","GO:0072659","protein localization to plasma membrane","38/1513","395/27563",0.000598347840422693,0.00937818656009446,0.00825402345465707,"P63244/P07355/P05783/P62491/Q01082/P05556/O15400/P15311/P35613/P63027/Q15836/P35241/Q03135/Q00610/P22307/P33176/Q9H4A6/P63000/P35609/Q9NZN3/P46459/Q15363/Q9NZN4/O75608/Q13636/P54709/P61006/P61026/P26006/O75955/Q14254/P19022/O95573/P14923/P61764/Q8N3R9/Q9UPN3/Q13439",38
"GO:0042542","GO:0042542","response to hydrogen peroxide","27/1513","249/27563",0.000601997850333119,0.00940796640520595,0.00828023359010823,"P63244/P10809/P30048/P04083/P23396/P13639/P00338/O00629/P02452/P09601/P30405/Q12931/P13726/P32322/P62745/P68871/O95831/P07602/P27695/P62714/P09471/P49841/Q9P289/Q9Y6E0/O00506/P04040/Q13443",27
"GO:0000027","GO:0000027","ribosomal large subunit assembly","8/1513","36/27563",0.000616101457282081,0.00960046792564774,0.00844965995570696,"P83731/P30050/P62750/P62913/Q02878/P46777/Q9Y3B7/Q9H7B2",8
"GO:0048026","GO:0048026","positive regulation of mRNA splicing, via spliceosome","7/1513","28/27563",0.000632489992011695,0.00982735895102564,0.00864935355671606,"P11142/P08621/Q96EP5/Q15427/P38159/Q9Y2W1/Q9UMS4",7
"GO:0000054","GO:0000054","ribosomal subunit export from nucleus","5/1513","14/27563",0.000652981498666706,0.00997280834327332,0.00877736793213769,"P62841/P56537/P62826/Q15050/O14980",5
"GO:0002486","GO:0002486","antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway, TAP-independent","5/1513","14/27563",0.000652981498666706,0.00997280834327332,0.00877736793213769,"P10321/P30460/P01889/P04439/P30443",5
"GO:0006561","GO:0006561","proline biosynthetic process","5/1513","14/27563",0.000652981498666706,0.00997280834327332,0.00877736793213769,"P04181/P54886/P32322/Q96C36/P30038",5
"GO:0006999","GO:0006999","nuclear pore organization","5/1513","14/27563",0.000652981498666706,0.00997280834327332,0.00877736793213769,"P57740/P12270/Q8N1F7/P49790/P52948",5
"GO:0033750","GO:0033750","ribosome localization","5/1513","14/27563",0.000652981498666706,0.00997280834327332,0.00877736793213769,"P62841/P56537/P62826/Q15050/O14980",5
"GO:0033753","GO:0033753","establishment of ribosome localization","5/1513","14/27563",0.000652981498666706,0.00997280834327332,0.00877736793213769,"P62841/P56537/P62826/Q15050/O14980",5
